building_id,2018-01-14 00:00:00,2018-01-14 00:15:00,2018-01-14 00:30:00,2018-01-14 00:45:00,2018-01-14 01:00:00,2018-01-14 01:15:00,2018-01-14 01:30:00,2018-01-14 01:45:00,2018-01-14 02:00:00,2018-01-14 02:15:00,2018-01-14 02:30:00,2018-01-14 02:45:00,2018-01-14 03:00:00,2018-01-14 03:15:00,2018-01-14 03:30:00,2018-01-14 03:45:00,2018-01-14 04:00:00,2018-01-14 04:15:00,2018-01-14 04:30:00,2018-01-14 04:45:00,2018-01-14 05:00:00,2018-01-14 05:15:00,2018-01-14 05:30:00,2018-01-14 05:45:00,2018-01-14 06:00:00,2018-01-14 06:15:00,2018-01-14 06:30:00,2018-01-14 06:45:00,2018-01-14 07:00:00,2018-01-14 07:15:00,2018-01-14 07:30:00,2018-01-14 07:45:00,2018-01-14 08:00:00,2018-01-14 08:15:00,2018-01-14 08:30:00,2018-01-14 08:45:00,2018-01-14 09:00:00,2018-01-14 09:15:00,2018-01-14 09:30:00,2018-01-14 09:45:00,2018-01-14 10:00:00,2018-01-14 10:15:00,2018-01-14 10:30:00,2018-01-14 10:45:00,2018-01-14 11:00:00,2018-01-14 11:15:00,2018-01-14 11:30:00,2018-01-14 11:45:00,2018-01-14 12:00:00,2018-01-14 12:15:00,2018-01-14 12:30:00,2018-01-14 12:45:00,2018-01-14 13:00:00,2018-01-14 13:15:00,2018-01-14 13:30:00,2018-01-14 13:45:00,2018-01-14 14:00:00,2018-01-14 14:15:00,2018-01-14 14:30:00,2018-01-14 14:45:00,2018-01-14 15:00:00,2018-01-14 15:15:00,2018-01-14 15:30:00,2018-01-14 15:45:00,2018-01-14 16:00:00,2018-01-14 16:15:00,2018-01-14 16:30:00,2018-01-14 16:45:00,2018-01-14 17:00:00,2018-01-14 17:15:00,2018-01-14 17:30:00,2018-01-14 17:45:00,2018-01-14 18:00:00,2018-01-14 18:15:00,2018-01-14 18:30:00,2018-01-14 18:45:00,2018-01-14 19:00:00,2018-01-14 19:15:00,2018-01-14 19:30:00,2018-01-14 19:45:00,2018-01-14 20:00:00,2018-01-14 20:15:00,2018-01-14 20:30:00,2018-01-14 20:45:00,2018-01-14 21:00:00,2018-01-14 21:15:00,2018-01-14 21:30:00,2018-01-14 21:45:00,2018-01-14 22:00:00,2018-01-14 22:15:00,2018-01-14 22:30:00,2018-01-14 22:45:00,2018-01-14 23:00:00,2018-01-14 23:15:00,2018-01-14 23:30:00,2018-01-14 23:45:00
bldg0002631-up06,0.025404552724164326,0.025386784328953485,0.025380169773662815,0.025374072594791047,0.025344065738977326,0.02532544153505802,0.025311850705714813,0.025298400364310893,0.025284404380467917,0.025257704495272593,0.025238828841266155,0.02522791346062601,0.025178280556877625,0.025162942706296553,0.025143224679575808,0.025146501980583016,0.025015956514914044,0.024932872003028152,0.02487156637240566,0.02480714108564751,0.024751846208889695,0.0230645241182095,0.018586506484593413,0.15558116923295556,0.037827375075365606,0.022682389980600244,0.020321436916593237,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.2743457082818631,0.20145766162449,0.04760188075223607,0.023433358232476397,0.019678813603425542,0.019212318131224815,0.019320845840395968,0.01949139000901048,0.019374010190061804,0.01927042903983263,0.01925637552898371,0.019204832572484256,0.019207417144557565,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.06984033011587838,0.037432143585862346,0.022101786746066308,0.0193575738219006,0.018982883963570195,0.018910885796534476,0.018856763216012467,0.018792939586788765,0.01887766217737963,0.018987125878922526,0.019107124485941367,0.019194864462764513,0.01936758580257907,0.01953036583807752,0.0196578412327086
bldg0007434-up06,0.02650012655828076,0.026487927247365487,0.026487013367033477,0.026483701532572023,0.026466571300898814,0.026457495169200755,0.026451475115477758,0.026440950254656436,0.026443372838832323,0.024815526825110165,0.019606519568911115,0.019726428284720193,0.02042752028259668,0.020513948838463164,0.020515306345656906,0.02051839002207146,0.16317488491091367,0.03959348606190729,0.023850695162698755,0.021441297787401017,0.02109068179525422,0.021001820049998968,0.020958996647470054,0.02091799527274749,0.020907588458417316,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.18138666566714917,0.0571514758452656,0.02525201604404722,0.020374107174186862,0.019681224791995425,0.01957455521093884,0.019599239876303805,0.019679086231467587,0.01964048852015613,0.01962954885146626,0.01962191723859857,0.019613746524613656,0.019605261187327114,0.019598435963449557,0.019546028044395758,0.019441693481966667,0.019516234217306902,0.019599280328720235,0.15506867746097386,0.03811116496211909,0.02294664680196907,0.02062985857960965,0.020304655668562255,0.020195607849120552,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.30464731465590056
bldg0007856-up06,0.020388356977717997,0.020958042301917657,0.022636555259340104,0.023308986831859158,0.023340151031905846,0.023108159930837226,0.023072465615210053,0.023060242241167105,0.023062634266456772,0.02304838692602725,0.02303935239978436,0.023034235140725803,0.023005124264466596,0.022999665968269363,0.02299044769772414,0.022991738591046886,0.022931431344896752,0.022884987075649867,0.022849664235025942,0.16989193285131315,0.042750906728842276,0.026457701839819263,0.023936281226746778,0.023561749159672452,0.023507799810489453,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.18386657991089186,0.05643872974141741,0.025163121845334393,0.02045442479672058,0.019741361982854064,0.019632768658134146,0.01961127656430954,0.019610252883866985,0.0195993915714551,0.0195952473749463,0.019597841571179112,0.019588813690699453,0.019574831447300288,0.0195505762112777,0.01951270324564327,0.019477324717499085,0.019470634156894755,0.01946469199048804,0.01945233487077034,0.15440957673596506,0.037891755720688265,0.0228001893950935,0.020510717060182877,0.020221295303978617,0.020155449608022978,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.2176648915280831,0.06356622614637343,0.02608922369132238,0.02022674544277176
bldg0008020-up06,0.026728013891797856,0.026566740949330973,0.026531933203519775,0.026536540526822684,0.026552111601936858,0.026574047569361443,0.02659659257355291,0.026620492961860785,0.026657577961092405,0.026677673781401148,0.02670078177560145,0.02672339665385344,0.02671759883628942,0.026737150681164706,0.02675241179032546,0.026774609603220676,0.02676096064845413,0.15551329790305918,0.06846948811684198,0.04151145803672834,0.03228459298117989,0.029241224466722993,0.028250138936782573,0.027921270862937764,0.02783730243796843,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.3869248090797596,0.13549271347491232,0.06550664430480478,0.11049236296422899,0.23956379359651792,0.08712215852462585,0.19917864695986248,0.08005523883041343,0.04052395908217868,0.029436020479033348,0.025776025420507116,0.02463923270092955,0.05267626401415193,0.06186200789137819,0.035803023905963564,0.027623131639497596,0.052940446127893684,0.033169672765213265,0.054298154590386574,0.23253993323888011,0.09021484801076124,0.045863898774487086,0.08273191426974125,0.04325287107848573,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.2067774070166688,0.07074773856785269,0.03522390332689666,0.42223754570688393,0.15799358988570042
bldg0008194-up06,0.03187144746149918,0.026245632914033774,0.02442268228376185,0.023838550709840308,0.023660768123332322,0.02361544477574469,0.023621230274955496,0.023630616856825985,0.023661675361603976,0.023186532052367637,0.021985349159335497,0.022224592023193518,0.022296544939199553,0.02233696318737496,0.022365333295814707,0.022390469260950778,0.02238191645228207,0.022368744737663985,0.022365601348063882,0.022361157415356513,0.23233114950311376,0.08945282336576767,0.1674078393948009,0.06942785185358538,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.08653917365555713,0.039267553411391945,0.02433390419822555,0.4720554664762078,0.24462150287799247,0.08773394019223976,0.24330501782213057,0.47320420744427455,0.16786556486913798,0.13491585085124336,0.25583927312208615,0.09341937872161142,0.4253608825719772,0.5056156573433978,0.45323611847416134,0.468112207262216,0.48334431780304343,0.34588461228800277,0.1325404437044974,0.061947333337761534,0.03517242867468219,0.026209456424791677,0.10797728493445043,0.04935490720148013,0.03003530072551669,0.025055957394657616,0.023411703373443025,0.022871941395742768,0.022728523168164223,0.022742951473539767,0.12778980193822537,0.055313352426328184,0.031905652170603156,0.08548876692209362,0.15430192004785587,0.06399189563981414,0.20460174353063662,0.44030316453455715,0.001,0.001,0.001,0.001,0.03268959584789743,0.022419244560385333,0.10392078828140218,0.04531293489007138,0.15588548694796123,0.09477089123141762,0.33606796444982345,0.2318203812315407,0.12974016536316876,0.12189614440802346,0.36826103987109937,0.17091545594326568,0.06634619592008814,0.03467331807496543,0.16679132940092783,0.06594872380895342,0.19320567005394934,0.07492375841400155,0.03652324116406905,0.024889796334370686,0.0888391936609004,0.04142314151773531,0.026206403195615704
bldg0008526-up06,0.0314694532844228,0.03145120572762897,0.03159711640329206,0.031788122266251384,0.031957403695108605,0.03214524730160857,0.032334018082733555,0.03251259089393679,0.03268398588698758,0.03284096842185898,0.032998208047987615,0.033153094924204964,0.03325002716491436,0.03337976457175947,0.03350876245644485,0.0336250437824894,0.03367869870090382,0.033728920229767645,0.03378683149437613,0.03383694121353602,0.03390091171045629,0.03393430597978849,0.0339675622751934,0.17650906755212514,0.08035098444450615,0.050246266247024864,0.03386798638510891,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004390036679437863,0.01765925648476601,0.06062385505567246,0.11340696246739532,0.07389244546772876,0.0824951067398645,0.04234891647903927,0.08946221861764071,0.10611514295106153,0.04932340446013435,0.12564630433284402,0.1378598406278841,0.4754992224546229,0.4430416773052478,0.23084800542529588,0.09174741411604848,0.1707501881277204,0.16539098168656405,0.07427491505858085,0.07555445124367904,0.04390149046175512,0.03334451145462723,0.030215235391504957,0.029201490197780552,0.02881968535357432,0.028767592663686413,0.001,0.001,0.001,0.001,0.001,0.001,0.06357896981483324,0.05947824953109788,0.10930031668476076,0.19635375723245135,0.1124586559799648,0.1652555137835288,0.15589584223086456,0.1536218261771603,0.20323971563935306,0.1114530689106501,0.06858552552159584,0.0927865579633367,0.2314759501114698,0.14057616016997468,0.15545373698734988,0.06783231030800203,0.05654320081573396,0.08191941895538155,0.4738612793236737,0.20882826855048936,0.09565874986518792,0.05059132125624235
bldg0010483-up06,0.031004314561077186,0.025467068199117825,0.02367410589898009,0.023100250687723173,0.022925841251983443,0.02288355420602093,0.02289273306962219,0.022906001088083612,0.022938232720536172,0.022951559188536204,0.08618704223981898,0.0429988773469885,0.0290373526332336,0.024974645638590667,0.023660730964132102,0.023247474565804865,0.02310358633826539,0.08347848899159405,0.042085191476800364,0.028718548910758316,0.02485152420908755,0.0235817876322478,0.023170614382730725,0.023038466120200354,0.13960111769452618,0.09604750759214056,0.04796548960699262,0.0619706803221253,0.001,0.001,0.001,0.001,0.001,0.2069001281125896,0.46814278121904257,0.44525317791858493,0.4676707569443335,0.2022159788163153,0.08227473871887724,0.28258401470561845,0.27525247425182997,0.1508326488131388,0.44837747284048907,0.39922303640914075,0.206298805814409,0.16238147405785933,0.0655289217704382,0.36592533456417875,0.2478609839702234,0.22640545504284554,0.08610653711863213,0.4827603215462418,0.4069350013667341,0.47657636326820313,0.33997453654050663,0.17692213788066163,0.13036624456852067,0.4002184729328718,0.21381261816785846,0.3834361201638969,0.33094222143160734,0.3939265998861315,0.13907394555193597,0.16108800049984298,0.13304100601940502,0.1259539995451049,0.12265404949790344,0.05353620832422495,0.29944055852860446,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.10560736306774499,0.15566760200246965,0.2262955109263767,0.08570451346412145,0.0451612439486272,0.18525350337495056,0.0727951080042649,0.03484643130990436,0.239783837315449,0.08793332949137433,0.17714953931671054,0.37474458573325464,0.4398536466560869,0.15016644174988786,0.22241331421970914,0.3806888441126876,0.1308827192518771,0.05399757726102824,0.030441133791950407,0.4049493752836133
bldg0011355-up06,0.023991326116709684,0.02398760366433895,0.02398857591912735,0.023992194410302464,0.023984464655253546,0.023981651022778223,0.02398045540747773,0.023977841708164534,0.023983776125069026,0.02447337970881159,0.026156763794555508,0.027082342779288834,0.0273538360072269,0.027164489576212026,0.02710692277289861,0.1615909331714154,0.07034009891504758,0.0421487119889179,0.032281220580293944,0.02902199141572704,0.027924338723710283,0.027507129478185156,0.027317883808038367,0.027200573069810285,0.02714381732147231,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.05732945812747902,0.08550576792623223,0.039298257797083014,0.025475816943885086,0.4242332377753676,0.15556049558733515,0.0894797657312425,0.0625869081268085,0.07284623510820977,0.038397663153240086,0.027415055503628438,0.024273415316397488,0.023256261911525033,0.022921398586739503,0.022827719083735834,0.02280250535900723,0.02280242706707103,0.022787927831695472,0.1412932026088716,0.06135900387920364,0.0364762391498288,0.02790581444331468,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.1246604616378293,0.055120005902100484,0.033674286587373266,0.026328646397885715,0.023942420204399656,0.023173301225811783,0.022929266191755223,0.022837369833744646,0.022765788911086677,0.022726996386033146,0.022691699048008617,0.022657198050736526
bldg0012517-up06,0.032551118347504744,0.026796544657268148,0.055099885210692694,0.03393588460185518,0.027085579591881803,0.02505535013104514,0.024415227331189674,0.024224584783316253,0.02419322054539121,0.024194268257807492,0.024214157644308468,0.02424243441783853,0.024253772959047546,0.024282454028768975,0.1465963309716428,0.06421352959219674,0.038569075923258055,0.029716507502329733,0.0268125076469682,0.02587216236594269,0.025589034666628693,0.025493177825214857,0.025470175779256324,0.025464880801134418,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.18293840379911658,0.14653330251253152,0.06440874880354282,0.03529818598599399,0.061829700303161775,0.03538721217777223,0.08845702225535136,0.04377394556323861,0.029039873401869004,0.13834304721856,0.059069739252618186,0.0331578909548134,0.026240937164949837,0.07215476479949098,0.038433091079746816,0.12680135353758032,0.21296502070526874,0.07904986692832829,0.08961744255425114,0.23726210064656986,0.09037229385431997,0.04473758278672212,0.08980309549488584,0.07441231764808275,0.1596717263893019,0.22903774823106837,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.00393222515024969,0.013289441796970562,0.05233297433268192,0.028629490381301675,0.0211017209808792,0.01874478593932407,0.018021273949042717,0.018037016071383753,0.018485304431903018,0.018807192320578238,0.018969883321009216,0.018951032488580218,0.4719142353554308,0.1967909846147861
bldg0012639-up06,0.02872186422398101,0.026775693494170843,0.026176435697801113,0.0260129271149817,0.025977649936502572,0.0259969518340544,0.02602719216330126,0.026067563316967995,0.02611500469149092,0.026152726655404867,0.02618839359622264,0.02623517253673851,0.026249992296842318,0.026290346453864806,0.026324936330342063,0.026364534462176962,0.02637085181968973,0.15045186635874108,0.06669159702231887,0.04089399506473539,0.0319127413292587,0.028233648862879098,0.024741127361066727,0.02430853921882044,0.024501749710989954,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.030506956525075818,0.021958176264159128,0.2873684846563652,0.4780944920980762,0.21961049265693317,0.09653479931140646,0.0481769493982898,0.031400715081323256,0.025861556547042332,0.024086707382614238,0.14253568624288177,0.062073287736651224,0.03710641182892902,0.028486666567102983,0.02570764952068308,0.09122141842707898,0.09299271946751081,0.09430971558763232,0.09878555225172823,0.001,0.001,0.001,0.001,0.001,0.04912362687235971,0.16912244404107996,0.06543921127610174,0.0332724580054982,0.02314880386563538,0.019867170090947652,0.018814787420410577,0.01847724205896527,0.018456587468913196,0.01861564162467047,0.018716414223137,0.22711656349341916,0.08443269553802323,0.1663857170660999,0.3580793243103561,0.12523081635270503,0.4344336812631445,0.16521932200085485,0.07764933186539726,0.04226140471683842,0.0705881506694495,0.03911058920587419,0.028736028259735882
